Nombre;Longitud;Latitud;Fecha;SO2;NO;PM10;PM25;CO;O3;BEN
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-23 14:00;5. MUY BAJO;3. MEDIO;;;3. MEDIO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-23 13:00;5. MUY BAJO;3. MEDIO;1. MUY ALTO;;2. ALTO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-23 12:00;5. MUY BAJO;2. ALTO;3. MEDIO;;3. MEDIO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-23 11:00;5. MUY BAJO;1. MUY ALTO;5. MUY BAJO;;3. MEDIO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-23 10:00;3. MEDIO;1. MUY ALTO;5. MUY BAJO;;3. MEDIO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-23 9:00;3. MEDIO;1. MUY ALTO;5. MUY BAJO;;2. ALTO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-23 8:00;3. MEDIO;1. MUY ALTO;5. MUY BAJO;;2. ALTO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-23 7:00;4. BAJO;1. MUY ALTO;5. MUY BAJO;;2. ALTO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-23 6:00;4. BAJO;5. MUY BAJO;5. MUY BAJO;;3. MEDIO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-23 5:00;4. BAJO;5. MUY BAJO;5. MUY BAJO;;3. MEDIO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-23 4:00;4. BAJO;5. MUY BAJO;5. MUY BAJO;;3. MEDIO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-23 3:00;4. BAJO;5. MUY BAJO;4. BAJO;;3. MEDIO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-23 2:00;4. BAJO;5. MUY BAJO;5. MUY BAJO;;3. MEDIO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-23 1:00;4. BAJO;5. MUY BAJO;4. BAJO;;3. MEDIO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-23 0:00;4. BAJO;5. MUY BAJO;4. BAJO;;3. MEDIO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-22 23:00;4. BAJO;5. MUY BAJO;5. MUY BAJO;;3. MEDIO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-22 22:00;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;;3. MEDIO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-22 21:00;4. BAJO;5. MUY BAJO;4. BAJO;;3. MEDIO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-22 20:00;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;;3. MEDIO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-22 19:00;5. MUY BAJO;5. MUY BAJO;4. BAJO;;3. MEDIO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-22 18:00;4. BAJO;5. MUY BAJO;4. BAJO;;3. MEDIO;4. BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-22 17:00;4. BAJO;5. MUY BAJO;4. BAJO;;3. MEDIO;4. BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-22 16:00;4. BAJO;5. MUY BAJO;3. MEDIO;;3. MEDIO;4. BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-22 15:00;3. MEDIO;5. MUY BAJO;5. MUY BAJO;;2. ALTO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-22 14:00;3. MEDIO;5. MUY BAJO;4. BAJO;;3. MEDIO;4. BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-22 13:00;3. MEDIO;4. BAJO;4. BAJO;;3. MEDIO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-22 12:00;3. MEDIO;4. BAJO;5. MUY BAJO;;3. MEDIO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-22 11:00;3. MEDIO;4. BAJO;5. MUY BAJO;;3. MEDIO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-22 10:00;4. BAJO;2. ALTO;5. MUY BAJO;;3. MEDIO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-22 9:00;4. BAJO;1. MUY ALTO;4. BAJO;;2. ALTO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-22 8:00;5. MUY BAJO;1. MUY ALTO;4. BAJO;;2. ALTO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-22 7:00;5. MUY BAJO;2. ALTO;5. MUY BAJO;;2. ALTO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-22 6:00;5. MUY BAJO;4. BAJO;5. MUY BAJO;;3. MEDIO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-22 5:00;5. MUY BAJO;5. MUY BAJO;4. BAJO;;3. MEDIO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-22 4:00;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;;4. BAJO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-22 3:00;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;;4. BAJO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-22 2:00;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;;4. BAJO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-22 1:00;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;;4. BAJO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-22 0:00;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;;3. MEDIO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-21 23:00;5. MUY BAJO;5. MUY BAJO;4. BAJO;;4. BAJO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-21 22:00;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;;3. MEDIO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-21 21:00;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;;3. MEDIO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-21 20:00;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;;3. MEDIO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-21 19:00;5. MUY BAJO;5. MUY BAJO;4. BAJO;;3. MEDIO;4. BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-21 18:00;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;;3. MEDIO;4. BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-21 17:00;5. MUY BAJO;5. MUY BAJO;4. BAJO;;4. BAJO;4. BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-21 16:00;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;;4. BAJO;4. BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-21 15:00;5. MUY BAJO;5. MUY BAJO;4. BAJO;;4. BAJO;3. MEDIO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-21 14:00;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;;4. BAJO;4. BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-21 13:00;4. BAJO;5. MUY BAJO;4. BAJO;;2. ALTO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-21 12:00;5. MUY BAJO;4. BAJO;5. MUY BAJO;;2. ALTO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-21 11:00;5. MUY BAJO;3. MEDIO;4. BAJO;;3. MEDIO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-21 10:00;4. BAJO;1. MUY ALTO;1. MUY ALTO;;2. ALTO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-21 9:00;4. BAJO;1. MUY ALTO;3. MEDIO;;1. MUY ALTO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-21 8:00;4. BAJO;1. MUY ALTO;5. MUY BAJO;;1. MUY ALTO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-21 7:00;5. MUY BAJO;1. MUY ALTO;4. BAJO;;1. MUY ALTO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-21 6:00;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;;1. MUY ALTO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-21 5:00;5. MUY BAJO;5. MUY BAJO;4. BAJO;;3. MEDIO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-21 4:00;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;;4. BAJO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-21 3:00;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;;3. MEDIO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-21 2:00;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;;3. MEDIO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-21 1:00;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;;3. MEDIO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-21 0:00;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;;3. MEDIO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-20 23:00;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;;3. MEDIO;4. BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-20 22:00;5. MUY BAJO;5. MUY BAJO;3. MEDIO;;3. MEDIO;4. BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-20 21:00;5. MUY BAJO;5. MUY BAJO;3. MEDIO;;3. MEDIO;4. BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-20 20:00;5. MUY BAJO;5. MUY BAJO;4. BAJO;;3. MEDIO;4. BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-20 19:00;5. MUY BAJO;5. MUY BAJO;4. BAJO;;3. MEDIO;4. BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-20 18:00;4. BAJO;5. MUY BAJO;5. MUY BAJO;;3. MEDIO;4. BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-20 17:00;5. MUY BAJO;5. MUY BAJO;4. BAJO;;3. MEDIO;4. BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-20 16:00;5. MUY BAJO;5. MUY BAJO;4. BAJO;;3. MEDIO;3. MEDIO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-20 15:00;4. BAJO;5. MUY BAJO;4. BAJO;;3. MEDIO;3. MEDIO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-20 14:00;5. MUY BAJO;5. MUY BAJO;4. BAJO;;3. MEDIO;4. BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-20 13:00;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;;3. MEDIO;4. BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-20 12:00;5. MUY BAJO;5. MUY BAJO;4. BAJO;;3. MEDIO;4. BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-20 11:00;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;;3. MEDIO;4. BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-20 10:00;5. MUY BAJO;5. MUY BAJO;3. MEDIO;;3. MEDIO;4. BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-20 9:00;5. MUY BAJO;5. MUY BAJO;3. MEDIO;;3. MEDIO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-20 8:00;5. MUY BAJO;5. MUY BAJO;4. BAJO;;2. ALTO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-20 7:00;5. MUY BAJO;5. MUY BAJO;3. MEDIO;;2. ALTO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-20 6:00;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;;3. MEDIO;4. BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-20 5:00;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;;3. MEDIO;4. BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-20 4:00;5. MUY BAJO;5. MUY BAJO;4. BAJO;;4. BAJO;3. MEDIO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-20 3:00;5. MUY BAJO;5. MUY BAJO;3. MEDIO;;4. BAJO;3. MEDIO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-20 2:00;5. MUY BAJO;5. MUY BAJO;2. ALTO;;4. BAJO;3. MEDIO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-20 1:00;5. MUY BAJO;5. MUY BAJO;3. MEDIO;;4. BAJO;3. MEDIO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-20 0:00;5. MUY BAJO;5. MUY BAJO;3. MEDIO;;4. BAJO;3. MEDIO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-19 23:00;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;;4. BAJO;3. MEDIO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-19 22:00;5. MUY BAJO;5. MUY BAJO;3. MEDIO;;4. BAJO;3. MEDIO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-19 21:00;5. MUY BAJO;5. MUY BAJO;3. MEDIO;;4. BAJO;4. BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-19 20:00;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;;4. BAJO;4. BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-19 19:00;5. MUY BAJO;5. MUY BAJO;3. MEDIO;;3. MEDIO;4. BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-19 18:00;5. MUY BAJO;5. MUY BAJO;2. ALTO;;4. BAJO;4. BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-19 17:00;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;;3. MEDIO;4. BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-19 16:00;5. MUY BAJO;5. MUY BAJO;4. BAJO;;3. MEDIO;4. BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-19 15:00;5. MUY BAJO;5. MUY BAJO;4. BAJO;;3. MEDIO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-19 14:00;5. MUY BAJO;5. MUY BAJO;2. ALTO;;3. MEDIO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-19 13:00;5. MUY BAJO;5. MUY BAJO;4. BAJO;;3. MEDIO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-19 12:00;5. MUY BAJO;5. MUY BAJO;2. ALTO;;3. MEDIO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-19 11:00;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;;3. MEDIO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-19 10:00;5. MUY BAJO;5. MUY BAJO;3. MEDIO;;3. MEDIO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-19 9:00;5. MUY BAJO;5. MUY BAJO;2. ALTO;;3. MEDIO;4. BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-19 8:00;5. MUY BAJO;5. MUY BAJO;2. ALTO;;3. MEDIO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-19 7:00;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;;3. MEDIO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-19 6:00;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;;3. MEDIO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-19 5:00;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;;4. BAJO;4. BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-19 4:00;5. MUY BAJO;5. MUY BAJO;3. MEDIO;;4. BAJO;4. BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-19 3:00;5. MUY BAJO;5. MUY BAJO;3. MEDIO;;4. BAJO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-19 2:00;5. MUY BAJO;5. MUY BAJO;2. ALTO;;4. BAJO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-19 1:00;5. MUY BAJO;5. MUY BAJO;3. MEDIO;;4. BAJO;4. BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-19 0:00;5. MUY BAJO;5. MUY BAJO;4. BAJO;;4. BAJO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-18 23:00;5. MUY BAJO;5. MUY BAJO;4. BAJO;;3. MEDIO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-18 22:00;5. MUY BAJO;5. MUY BAJO;3. MEDIO;;3. MEDIO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-18 21:00;5. MUY BAJO;5. MUY BAJO;3. MEDIO;;2. ALTO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-18 20:00;5. MUY BAJO;5. MUY BAJO;1. MUY ALTO;;3. MEDIO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-18 19:00;5. MUY BAJO;5. MUY BAJO;1. MUY ALTO;;3. MEDIO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-18 18:00;5. MUY BAJO;5. MUY BAJO;1. MUY ALTO;;3. MEDIO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-18 17:00;5. MUY BAJO;5. MUY BAJO;1. MUY ALTO;;3. MEDIO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-18 16:00;5. MUY BAJO;5. MUY BAJO;1. MUY ALTO;;3. MEDIO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-18 15:00;5. MUY BAJO;5. MUY BAJO;2. ALTO;;3. MEDIO;4. BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-18 14:00;5. MUY BAJO;5. MUY BAJO;2. ALTO;;3. MEDIO;4. BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-18 13:00;5. MUY BAJO;5. MUY BAJO;3. MEDIO;;3. MEDIO;4. BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-18 12:00;5. MUY BAJO;5. MUY BAJO;2. ALTO;;3. MEDIO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-18 11:00;5. MUY BAJO;5. MUY BAJO;3. MEDIO;;3. MEDIO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-18 10:00;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;;3. MEDIO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-18 9:00;5. MUY BAJO;5. MUY BAJO;4. BAJO;;3. MEDIO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-18 8:00;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;;3. MEDIO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-18 7:00;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;;3. MEDIO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-18 6:00;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;;3. MEDIO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-18 5:00;5. MUY BAJO;5. MUY BAJO;3. MEDIO;;3. MEDIO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-18 4:00;5. MUY BAJO;5. MUY BAJO;4. BAJO;;1. MUY ALTO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-18 3:00;5. MUY BAJO;5. MUY BAJO;3. MEDIO;;1. MUY ALTO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-18 2:00;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;;2. ALTO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-18 1:00;5. MUY BAJO;5. MUY BAJO;3. MEDIO;;3. MEDIO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-18 0:00;5. MUY BAJO;5. MUY BAJO;4. BAJO;;3. MEDIO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-17 23:00;5. MUY BAJO;5. MUY BAJO;4. BAJO;;2. ALTO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-17 22:00;5. MUY BAJO;5. MUY BAJO;4. BAJO;;3. MEDIO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-17 21:00;5. MUY BAJO;5. MUY BAJO;4. BAJO;;3. MEDIO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-17 20:00;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;;3. MEDIO;4. BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-17 19:00;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;;4. BAJO;4. BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-17 18:00;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;;4. BAJO;4. BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-17 17:00;5. MUY BAJO;5. MUY BAJO;4. BAJO;;4. BAJO;4. BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-17 16:00;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;;4. BAJO;4. BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-17 15:00;5. MUY BAJO;5. MUY BAJO;3. MEDIO;;4. BAJO;4. BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-17 14:00;5. MUY BAJO;5. MUY BAJO;4. BAJO;;3. MEDIO;4. BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-17 13:00;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;;3. MEDIO;4. BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-17 12:00;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;;3. MEDIO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-17 11:00;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;;3. MEDIO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-17 10:00;5. MUY BAJO;4. BAJO;5. MUY BAJO;;3. MEDIO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-17 9:00;5. MUY BAJO;4. BAJO;4. BAJO;;3. MEDIO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-17 8:00;5. MUY BAJO;2. ALTO;5. MUY BAJO;;3. MEDIO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-17 7:00;5. MUY BAJO;5. MUY BAJO;4. BAJO;;3. MEDIO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-17 6:00;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;;3. MEDIO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-17 5:00;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;;4. BAJO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-17 4:00;5. MUY BAJO;5. MUY BAJO;4. BAJO;;4. BAJO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-17 3:00;5. MUY BAJO;5. MUY BAJO;4. BAJO;;4. BAJO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-17 2:00;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;;3. MEDIO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-17 1:00;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;;3. MEDIO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-17 0:00;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;;3. MEDIO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-16 23:00;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;;3. MEDIO;5. MUY BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-16 22:00;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;;3. MEDIO;4. BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-16 21:00;5. MUY BAJO;5. MUY BAJO;4. BAJO;;3. MEDIO;4. BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-16 20:00;5. MUY BAJO;5. MUY BAJO;3. MEDIO;;3. MEDIO;4. BAJO;
Avenida Hermanos Felgueroso;-5.65667;43.53611;2015-10-16 19:00;5. MUY BAJO;5. MUY BAJO;4. BAJO;;3. MEDIO;4. BAJO;
